SholarShip_Page URL,Scholarship URL,Scholarship,School URL,School Name,Deadline,Amount,SAT,GPA,Majors,Website,Description
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41014B77-AAC5-E3C4-C3848ED850504ABA,Thomas W. Morrish Memorial Scholarship,http://www.scholarshipmonkey.com/school/209542,Oregon State University,Varies,Varies,,3,Athletics/Coaching,http://oregonstate.edu/financialaid/scholarships,"Scholarship for juniors or seniors attending Oregon State University who are members of Kappa Sigma Fraternity.  Applicants must have a minimum 3.0 GPA and participated in athletics.  Due date, award amount and number of awards may vary."
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41014B68-DCCE-FC7A-0DEA77D8B0EC1429,Thomas T. Pierce Endowed Memorial Scholarship,http://www.scholarshipmonkey.com/school/191649,Hofstra University,Varies,Varies,,,Athletics/Coaching,http://www.hofstra.edu,Scholarship for undergraduate students attending Hofstra University who are involved in intercollegiate athletics at HU.  Selection based on academic achievement and financial need.  Preference given to football players.  Students must file the FAFSA.  Deadlines and award amounts may vary.  Renewable.
http://www.scholarshipmonkey.com/list?list=Athletics%20Coaching,http://www.scholarshipmonkey.com/scholarship/41014A2F-94C1-84C4-D8C710FCB9571E05,Thomas & Eva Stirling Scholarship,http://www.scholarshipmonkey.com/school/151324,Indiana State University,Varies,Varies,,,Athletics/Coaching,http://www.indstate.edu/scholarships/,Annual award for undergraduate student attending Indiana State University.  Applicant must have scholastic achievement and demonstrated financial need.  Preference given to student who participates in intercollegiate athletics.  Due date and award amount varies.
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/41006907-D6F8-C1E2-8EF512C0441F475B,Biology Senior Scholarship,http://www.scholarshipmonkey.com/school/207388,Oklahoma State University-Main Campus,February 1st,$200.00,,3,Biology/Biochemistry,https://financialaid.okstate.edu/scholarships,"Annual award for college seniors enrolled full-time at Oklahoma State University College of Arts and Sciences majoring in Biology.  Students must have a minimum 3.25 GPA, demonstrate academic achievement, and be involved in department activities."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/41006905-BA64-7439-5AEFC037EE04E939,Biology Honors Award,http://www.scholarshipmonkey.com/school/147244,Millikin University,Varies,Varies,,,Biology/Biochemistry,http://www.millikin.edu,Scholarship for undergraduate students attending Millikin University majoring in Biology.  Applicants must show outstanding achievement.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/41006904-91B3-B3AD-283BAEDCFAD2D93F,Biology Fellowship-Scholarship,http://www.scholarshipmonkey.com/school/104151,Arizona State University,Varies,Varies,,,Biology/Biochemistry,http://www.asu.edu,"Scholarship for undergraduate students attending Arizona State University full-time, enrolled in the College of Life Sciences and majoring in Biology.  Due date, number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/41006902-949B-7F93-47D48C01676EB675,Biology Faculty Fellowship Fund,http://www.scholarshipmonkey.com/school/237011,Western Washington University,March 4th,Varies,,,Biology/Biochemistry,http://www.finaid.wwu.edu,"Scholarship for undergraduate, graduate or post-doctoral students at Western Washington University pursuing research or studies in the Biological Sciences.  Applicants must have an outstanding scholastic record.  Selection is based on research potential and/or acceptable research project.  Number of awards and award amount may vary.  Contact the Biology Department for more information and/or application."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/41006901-9DCD-EB0F-A21F527E923EDB3B,Biology Excellence Fund,http://www.scholarshipmonkey.com/school/228501,Sul Ross State University,Varies,"$1,000.00",,,Biology/Biochemistry,http://www.sulross.edu,"Scholarship for undergraduate students at Sul Ross State University (Alpine, TX) accepted to the Biology Department.  Student must be majoring in Biology. Number of awards varies; no specific due date. Renewable."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/410068FD-0610-9B8D-ADEA831060B57E6D,Biology Department-Cancer Foundation Scholarship,http://www.scholarshipmonkey.com/school/155681,Pittsburg State University,February 1st,Varies,,,Biology/Biochemistry,http://www.pittstate.edu,"Scholarship for returning undergraduate students attending Pittsburg State University in Kansas, majoring in Biology.  Number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/410068FC-A61F-A64E-434BFD512A8DE044,Biology Chairs Award,http://www.scholarshipmonkey.com/school/139931,Georgia Southern University,February 1st,$500.00,1200,,Biology/Biochemistry,http://www.georgiasouthern.edu,"Scholarship for incoming freshmen enrolled full-time at Georgia Southern University majoring in Biology.  Students must have a minimum 1200 SAT score, demonstrate talent and interests."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/410068FA-F144-E8C1-8286AEE2CCF1B94E,Biology & Society Unusual Student Project Scholarship,http://www.scholarshipmonkey.com/school/104151,Arizona State University,Varies,Varies,,,Biology/Biochemistry,http://www.asu.edu,"Scholarship for undergraduate students attending Arizona State University full-time, majoring in Biology.  Award is to be used for unusual research expenses related to Biology studies.  Due date, number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/410068F9-D3BA-60FD-8E61592E70C08E7D,Biology Alumni Scholarships,http://www.scholarshipmonkey.com/school/219356,South Dakota State University,February 2nd,Varies,,,Biology/Biochemistry,http://www.sdstate.edu,"Scholarship for undergraduate students attending South Dakota State University, majoring in Biology.  Number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/410068F8-C8DE-EE19-B8A5C0029D1E5C1A,Biology Alumni Scholarship,http://www.scholarshipmonkey.com/school/179566,Missouri State University,Varies,Varies,,3,Biology/Biochemistry,http://www.missouristate.edu,"Annual award for undergraduate student attending Missouri State University full-time, majoring in Biology.  Applicant must have completed 60 hours, with at least 15 hours in Biology (including BIO 235), with a minimum 3.0 in Biology.  Due date and award amount varies."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/410068F7-C320-0B75-EF0A8A4247ADB7C5,Biology Alumni & Faculty Emeriti Endowed Scholarship,http://www.scholarshipmonkey.com/school/197869,Appalachian State University,February 28th,$800.00,,3,Biology/Biochemistry,http://psp.appstate.edu/,Scholarship for undergraduate students enrolled full-time at Appalachian State University majoring Biology.  Students must have a minimum 3.0 GPA.  Preference given to incoming students.  Number of awards may vary.  Renewable.
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/41006906-DA5E-97B4-E974E0B3DF259736,Biology Scholarship,http://www.scholarshipmonkey.com/school/159966,Nicholls State University,January 5th,Varies,,2,"Athletics/Coaching, Biology/Biochemistry",http://www.nicholls.edu,"Annual award for an undergraduate sophomore or above attending Nicholls State University full-time, majoring in Biology.  Applicant must have a minimum 2.0 GPA and must participate in athletics at Nicholls State University.  Award amount varies."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/41006900-A6B3-65D1-0EFF8289AE29B126,Biology Education Scholarship,http://www.scholarshipmonkey.com/school/179566,Missouri State University,Varies,Varies,,3,"Biology/Biochemistry, Teaching/Education",http://www.missouristate.edu,"Annual award for undergraduate student attending Missouri State University full-time, majoring in Biology Education.  Applicant must have completed 60 hours, and at least 15 hours of Biology (including BIO 235) with a minimum 3.0 GPA in Biology.  Student must have been admitted into the Teacher Education program.  Due date and award amount varies."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/410068FE-FC37-4815-3E20FA3AC25FFB42,Biology Department Scholarship,http://www.scholarshipmonkey.com/school/173920,Minnesota State University-Mankato,Varies,"$1,000.00",,,"Biology/Biochemistry, Environmental Studies, Medicine, Medical Technology, Teaching/Education",http://www.mnsu.edu/,"Scholarship for undergraduate students attending Minnesota State University, Mankato full-time, majoring in Biology, Environmental Science, Food Science Technology, Life Science (teaching), Medical Technology and Toxicology.  Due date varies."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/410068FB-D498-5450-6007F64C2E997EE3,Biology Award,http://www.scholarshipmonkey.com/school/194310,Pace University-New York,Varies,Varies,,3,,http://www.pace.edu,"Scholarship for seniors attending Pace University (NYC, PLV, or WP campuses).  Applicants must have a minimum 3.0 GPA and be U.S. citizens/permanent residents.  Deadlines and award amounts may vary."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/410140E4-A8F6-DF50-52D04BE6A965B0C9,Sorensen Biology Scholarship,http://www.scholarshipmonkey.com/school/168528,Adrian College,Varies,Varies,,,Biology/Biochemistry,http://www.adrian.edu,Scholarship for undergraduate students attending Adrian College who are majoring in Biology.  Applicants must have already done scientific research or a science internship.  Deadlines and award amounts may vary.
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/41011451-D74C-2821-A63421776552CE95,Plant Biology Scholarship,http://www.scholarshipmonkey.com/school/104151,Arizona State University,Varies,Varies,,,Biology/Biochemistry,http://www.asu.edu,"Scholarship for undergraduate students attending Arizona State University full-time, enrolled in the College of Life Sciences majoring in Plant Biology.  Due date, number of awards and award amount varies."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/4100C39F-9D38-5DE2-1DCA9A9BD0A4B738,Holzman Biology Scholarship,http://www.scholarshipmonkey.com/school/237011,Western Washington University,March 4th,$500.00,,,Biology/Biochemistry,http://www.finaid.wwu.edu,Scholarship for full-time upper division undergraduate students attending Western Washington University majoring in the Biological Sciences.  Applicants must have an outstanding scholastic record.  Number of awards may vary.  Contact the Biology Department for more information and/or application.
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/4100B8D2-0EEB-CAB1-296799FF3AA34DF5,Graham Biology Scholarships,http://www.scholarshipmonkey.com/school/213507,Lebanon Valley College,January 15th,"$3,500.00",1200,,Biology/Biochemistry,http://www.lvc.edu,"Scholarship for incoming freshmen accepted to Lebanon Valley College majoring in Biology.  Students must rank in the top 10% of their class, and have a minimum combined SAT score of 1200.  An interview with members of the biology faculty is included in the application process.  In addition to admissions application students must also submit two letters of recommendation and an essay. Renewable."
http://www.scholarshipmonkey.com/list?list=Biology,http://www.scholarshipmonkey.com/scholarship/41008B1C-E29E-A10F-68430D16816C6FD8,Department of Biology Scholarships,http://www.scholarshipmonkey.com/school/157951,Western Kentucky University,March 9th,$500.00,,,Biology/Biochemistry,http://www.wku.edu,Scholarship for undergraduate students enrolled full-time at Western Kentucky University Biology Department.  Award amount may vary.
