URL,Title,Address,Classes,Camps,Hours,Places,Birthdays,Phone,Website,Mail ID,Facebook Link,Description,Love Rating,Image URL
http://hulafrog.com/chino-hills-diamond-bar-ca/always-just-for-fun-entertainment-anaheim-d07/,Always Just for Fun Entertainment,"123 Entertainment WayAnaheim, CA 92802",,,"M-F 10-6pm  Sat: 11-3pm, Sun: 11-3pm",,Home,909-598-3119 / 626-419-6933 cell,http://www.alwaysjustforfun.com/,justforfun@alwaysjustforfun.com,https://www.facebook.com/pages/Always-Just-for-Fun-Entertainment/218342361586771,"Premier children's party characters & entertainment company in Southern California! Offering Beautiful Singing Princesses, Superhero Action Shows & popular Cartoon Characters for birthday parties and special events. ",26,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1422074404937587305.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/danny-s-farm-pomona-30f/,Danny's Farm,"Petting Farm:4102 S University DrPomona, CA 91768",,,10 a.m.-2 p.m. on Saturdays only,Zoos,Home,(909) 896-7741,http://www.dannysfarm.org,info@dannysfarm.org,https://www.facebook.com/pages/Dannys-Farm/134287903256409,"

The Danny's Farm Petting Zoo is open to public most Saturdays at Cal Poly Pomona Farm Store,  4102 S. University Drive, Pomona.    No reservations.  $3.00/child, includes one adult admission.  Animal feed cups $1.00 &/or two carrots $1.00.  On farm events @ CPP Farm Store, 2 hrs. private, seating & tables for 24, includes feed $299.00.  Additional hrs. $100.00/hr., max. 4 hrs.  Mobile events, 2 hrs. $399, plus mileage (.50/mile, roundtrip) from CPP.  Additional hrs. $100.00/hr., max. 4 hrs.  Farm Store basic field trip $6.00/child, incudes petting farm, children's garden. Deluxe $8.00/child, includes petting farm, children's garden & movie.  Reservation for field trip required. 
Contacts:
Saturdays & Farm Store petting farm events - Lerae 909 896 7741
Mobile events - Lerae 909-986-7741
Field trips - Brenda 909 869 6722 or Lerae 909-896-7741",2,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/balloon-haven-chino-dc/,Balloon Haven,"13867 Central AveChino, CA 91710",,,,,"Favors, Home",(909) 591-8449,http://www.balloonhaven.com,info@balloonhaven.com,https://www.facebook.com/BalloonHaven,Balloon Haven is a special event decorating company and delivery service for all your balloon needs!,1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/becky-s-pony-express-mobile-pony-rides-pony-party-and-petting-zoos-diamond-bar-b00/,"Becky's Pony Express - Mobile Pony Rides, Pony Party and Petting Zoos","DriveDiamond Bar, CA 91765",,,Any time,,"Home, Rental",909-297-1716,http://beckysponyexpress.weebly.com,beckysponyexpress@gmail.com,https://www.facebook.com/beckysponyexpress,"We provide pony ride services or petting zoos for your parties, corporate event, carnival, fair, church, or school. We service Los Angeles County, Orange County, the Inland Empire, and San Bernardino County. We have been in business for 28 years. Our animals are gentle docile, and used to people. Celebrate your child's party with a pony, cow, goat, chickens, ducks, rabbits, llama and more.",1,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_1420873296781452546.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/busy-legs-bouncers-party-rentals-diamond-bar-f9/,Busy Legs Bouncers & Party Rentals,"Diamond Bar, CA 91765Birthdays:  Home, Rental",,,Mon. - Sun.: 8:00 AM - 7:30 PM,,"Home, Rental",909.657.6006 * 714.361.5190 * 626.73,http://www.busylegs.com,info@busylegs.com,https://www.facebook.com/pages/Busy-Legs-Bouncers-Party-Rentals/257817850900045,"Fun Jumpers, Bouncers with Slides,Water-slides, Mobile Laser Tag, Balloon Bouquets, Balloon Arches, Balloon Pedestals, Balloon Table Decorations, Tables, Chairs, Party Machines & More",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/cindy-cinderella-carriages-riverside-559/,Cindy Cinderella Carriages,"5665 46th StreetRiverside, CA 92509",,,always open,,Home,951-529-5269,http://www.cindycinderellacarriages.com,mustang1998fury@yahoo.com,,It's like being in a storybook when you invite Cindy Cinderella Carriages to your special birthday party! Experience the excitement of your enchanting horse drawn coach arriving at your birthday destination. Your Princess will be the envy of the kingdom!,1,http://hulafrogportal.com/sugar/dev/uploads/thumbnail_14219685852086523592.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/dancing-it-up-chino-hills-9c/,Dancing It Up,"Chino Hills, CA 91709Classes:  Dance",Dance,,,,Home,909-276-5050,http://www.dancingitup.com/,info@dancingitup.com,https://www.facebook.com/DancingItUp,"Dancing It Up! specializing in Belly Dance and Polynesian Dance

Our entertainers will delight you and your guests, encourage audience 
participation at birthday parties, princess parties, bar mitzvahs, 
showers and bridal parties, weddings, retirement parties, school 
functions and celebrations of any kind.  

Now offering dance lessons in various styles (belly dance, Persian, 
hula, Tahitian, salsa,and hip hop and more)",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/danny-magic-chino-hills-9b/,Danny Magic,"15757 Rolling Ridge DrChino Hills, CA 91709",,,,,Home,909 597 8515 / 909 636 3184,http://www.dannymagic.com,Danny.magic@verizon.net,https://www.facebook.com/pages/Danny-Magic/151561144881010,"Danny Magic is an international award winning Magician, using quick wit and quick hand Danny will delight all your guests. Performances include
Pink Floyd",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/dj-bunny-music-for-all-occasions--chino-hills-5c/,"DJ Bunny ""Music For All Occasions""","PO BOX 1088Chino Hills, CA 91709",,,,,Home,(909) 636-9356,http://www.djbunny.com,info@djbunny.com,https://www.facebook.com/wwwdjbunnycom,"DJ Bunny has served Southern California since 1997, providing quality music entertainment for a variety of venues and occasions. Specializing in MC and mixing, DJ Bunny will ""bring the club to you"" with music to please any audience.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/franklin-haynes-marionettes-riverside-b25/,Franklin Haynes Marionettes,"3023 Saratoga StRiverside, CA 92503",,,,,Home,800-687-5193,http://www.haynesmarionettes.com/,FRANKLIN@HAYNESMARIONETTES.COM,https://www.facebook.com/HaynesMarionettes/info,"We offer 12 different marionettes variety shows and we continue to expand! The over 150 marionettes are professionally hand crafted by Frank himself, it's a passion and a lifetime of work. Marionette puppetry is like no other children entertainment, it is truly a unique experience for all.

We Serve Most All of Southern California",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/gametruck-west-inland-empire--9b/,Gametruck West Inland Empire,",Birthdays:  Home",,,,,Home,(909) 295-8369,http://www.gametruckparty.com/west-inland-empire,,https://www.facebook.com/GametruckWestInlandEmpire,"GameTruck is an event/party company that features the Original Mobile Video Game Theater'¢.
We are proud to offer the best in interactive video game entertainment, perfect for many celebrations, including: Birthday parties, corporate events, and more!",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/gc-photobooth-chino-hills-ba/,GC Photobooth,"13115 Glen CtChino Hills, CA 91709",,,,,"Home, Rental",(323) 786-3998,http://www.gcphotobooth.com/,info@gcphotobooth.com,https://www.facebook.com/GCProduction,"We highly specialize in Open Air Photo Booth, Red Carpet Photo Shoot, Wedding Photo Booth, Green Screen Photography and the Classic Photo Booth. Our Team and Photo Booths have serviced thousands in getting their photographs in all types of situations ' outdoors, indoors with bad lighting and little space. We know how to create the most fun out of any situation. In addition, we design and manufacture our own photo booths. We have incorporated many features based on our experience to make it more fun and more adaptable.",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/laughs-and-giggles-photo-booth-diamond-bar-98/,Laughs and Giggles Photo Booth,"720 Golden Springs DrDiamond Bar, CA 91765",,,,,"Home, Rental",(714) 458-5518,http://www.laughsandgigglesphotobooth.com http://www.yelp.com/biz/laughs-and-giggles-photo-booth-diamond-bar,booking@laughsandgigglesphotobooth.com,https://www.facebook.com/pages/Laughs-and-Giggles-Photo-Booth/477979042269608,Professional Photo Booth for all occasions by John and Natalie,1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/machs-party-studio-diamond-bar-31/,Machs Party Studio,"732 N Diamond Bar Blvd Suite 114Diamond Bar, CA 91765",,,Mon. - Sun.: 12:00 AM - 12:00 AM,,"Favors, Home",(909) 861-4808,http://www.machspartystudio.com,machspartystudio@gmail.com,https://www.facebook.com/MachsPartyStudio,"Machs Party Studio has been providing outstanding services to our clients in the Los Angeles since 1994. While we perform at all types of events such as corporate events, birthday parties & holiday celebrations throughout the year, we mostly service weddings, and we love it!!",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/pacific-island-dancers-chino-hills-f6/,Pacific Island Dancers,"Chino Hills, CA 91709Classes:  Dance",Dance,,,,Home,(909) 529-2743,http://www.pacificislanddancers.com/,pacificislanddancers@gmail.com,https://www.facebook.com/pages/The-Pacific-Island-Dancers/367522487946?fref=ts,"
    Dance Instruction for Hawaiian, Tahitian, Maori, Samoan & Philippine Islands
    Professional Shows
    Private Lessons
    Dance Workshops
    Catering Referrals
",1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
http://hulafrog.com/chino-hills-diamond-bar-ca/party-city-chino-town-center-chino-f5/,Party City - Chino Town Center,"5549 Philadelphia St Ste BChino, CA 91710",,,,,"Favors, Home",(909) 364-0093,http://www.partycity.com/,,https://www.facebook.com/pages/Party-City-Chino-Hills/165339200170902?ref=br_rs,Party Supplies,1,http://hulafrog.com/hulastock/subcat/Default-Image-Places-Other.jpg
